tank_id	time	pH	temp	quantity_liters
76	2025-01-04 23:00:00	3.73	25.62	
53	2025-01-07 01:00:00	3.85	24.71	634
88	2025-01-07 19:00:00	3.15	26.16	287
31	2025-01-10 08:00:00	3.68	22.76	553
49	2025-01-10 14:00:00	3.85	24.47	362
68	2025-01-02 23:00:00	3.24	27.23	974
24	2025-01-11 03:00:00	3.2	27.86	504
47	2025-01-02 18:00:00	3.5	26.46	677
45	2025-01-06 10:00:00	3.27	23.74	785
75	2025-01-05 05:00:00	3.56	22.02	411
77	2025-01-05 19:00:00	3.44	27.05	759
67	2025-01-04 13:00:00	3.35	25.68	797
5	2025-01-06 22:00:00	3.53	22.47	284
74	2025-01-03 05:00:00	3.92	23.33	361
27	2025-01-09 04:00:00	3.66	23.64	211
72	2025-01-04 09:00:00	3.27	26.77	625
59	2025-01-10 19:00:00	3.68	27.66	667
3	2025-01-10 18:00:00	3.88	22.87	
79	2025-01-09 11:00:00	3.31	24.21	806
25	2025-01-10 11:00:00	3.21	26.2	549
5	2025-01-09 20:00:00	3.47	22.5	224
23	2025-01-04 12:00:00	3.2	25.54	231
30	2025-01-07 04:00:00	3.42	22.67	862
90	2025-01-06 02:00:00	3.67	23.85	716
43	2025-01-05 12:00:00	3.42	24.28	979
77	2025-01-06 10:00:00	3.04	23.84	782
77	2025-01-11 07:00:00	3.69	26.71	726
40	2025-01-02 08:00:00	3.72	26.54	797
46	2025-01-01 13:00:00	3.65	27.22	504
11	2025-01-10 14:00:00	3.94	25.63	680
100	2025-01-03 06:00:00	3.41	24.43	902
24	2025-01-01 23:00:00	3.87	22.4	427
78	2025-01-03 05:00:00	3.07	22.24	215
33	2025-01-11 14:00:00	3.55	22.95	695
16	2025-01-09 21:00:00	3.24	27.75	919
40	2025-01-06 13:00:00	3.78	27.02	399
21	2025-01-08 00:00:00	3.57	27.26	672
23	2025-01-04 06:00:00	3.6	23.08	536
46	2025-01-01 23:00:00	3.27	23.57	999
56	2025-01-09 04:00:00	3.13	26.43	315
17	2025-01-06 09:00:00	3.49	22.03	444
62	2025-01-04 07:00:00	3.11	25.21	859
53	2025-01-09 20:00:00	3.66	22.13	569
1	2025-01-01 16:00:00	3.81	25.01	708
80	2025-01-08 15:00:00	3.75	25.5	228
84	2025-01-03 03:00:00	3.77	26.18	532
80	2025-01-10 12:00:00	3.49	24.61	990
25	2025-01-07 04:00:00	3.08	25.1	611
59	2025-01-04 00:00:00	3.64	22.74	600
67	2025-01-06 21:00:00	3.62	24.61	733
93	2025-01-05 20:00:00	3.7	23.24	672
27	2025-01-05 06:00:00	3.94	23.02	494
63	2025-01-06 15:00:00	3.88	26.23	587
90	2025-01-10 00:00:00	3.81	24.63	206
57	2025-01-11 10:00:00	3.93	22.17	604
64	2025-01-03 08:00:00	3.65	24.32	887
27	2025-01-03 13:00:00	3.67	22.68	233
63	2025-01-10 17:00:00	3.01	23.2	
73	2025-01-04 23:00:00	3.12	23.58	441
35	2025-01-02 12:00:00	3.35	23.96	506
18	2025-01-06 08:00:00	3.78	22.35	
36	2025-01-02 08:00:00	3.68	24.41	449
14	2025-01-05 06:00:00	3.85	24.24	274
5	2025-01-09 06:00:00	3.01	25.29	474
55	2025-01-09 22:00:00	3.83	24.66	
81	2025-01-03 03:00:00	3.55	23.45	284
60	2025-01-05 08:00:00	3.1	22.5	236
74	2025-01-05 05:00:00	3.67	25.35	730
69	2025-01-04 16:00:00	3.62	24.17	370
24	2025-01-07 02:00:00	3.92	24.02	472
8	2025-01-05 06:00:00	3.57	26.34	481
44	2025-01-04 21:00:00	3.39	25.37	
6	2025-01-02 15:00:00	3.55	22.35	928
74	2025-01-09 08:00:00	3.31	24.22	837
45	2025-01-08 21:00:00	3.25	23.25	760
52	2025-01-07 20:00:00	3.61	24.17	776
40	2025-01-05 05:00:00	3.09	23.86	644
96	2025-01-03 05:00:00	3.15	27.84	490
74	2025-01-04 11:00:00	3.25	22.47	937
13	2025-01-01 00:00:00	3.11	24.48	695
96	2025-01-06 11:00:00	3.85	23.11	720
95	2025-01-06 09:00:00	3.67	22.1	368
65	2025-01-02 01:00:00	3.71	27.91	381
9	2025-01-09 17:00:00	3.29	25.97	
40	2025-01-04 04:00:00	3.93	25.65	985
70	2025-01-10 01:00:00	3.97	25.03	752
97	2025-01-05 00:00:00	3.43	23.0	336
50	2025-01-08 05:00:00	3.81	22.9	494
65	2025-01-10 12:00:00	3.66	24.64	631
15	2025-01-04 00:00:00	3.09	24.73	978
38	2025-01-05 21:00:00	3.41	23.65	961
10	2025-01-04 14:00:00	3.91	26.52	418
63	2025-01-11 14:00:00	3.49	24.67	684
18	2025-01-04 12:00:00	3.39	24.59	266
82	2025-01-09 17:00:00	3.69	24.8	448
78	2025-01-07 20:00:00	3.4	24.12	887
84	2025-01-04 11:00:00	3.03	27.91	644
44	2025-01-04 19:00:00	3.84	25.44	
83	2025-01-08 18:00:00	3.33	24.39	742
98	2025-01-08 02:00:00	3.14	27.89	919
62	2025-01-08 15:00:00	3.1	25.88	248
24	2025-01-11 07:00:00	3.98	22.52	828
72	2025-01-08 12:00:00	3.85	22.83	501
33	2025-01-05 17:00:00	3.35	22.41	
63	2025-01-03 00:00:00	3.05	25.19	311
8	2025-01-08 22:00:00	3.0	24.28	747
83	2025-01-10 11:00:00	4.0	26.77	660
74	2025-01-04 07:00:00	3.91	23.59	977
50	2025-01-09 14:00:00	3.37	26.15	708
26	2025-01-04 16:00:00	3.17	27.39	940
83	2025-01-02 19:00:00	3.72	23.22	
21	2025-01-10 08:00:00	3.26	24.79	204
68	2025-01-11 02:00:00	3.33	24.38	939
63	2025-01-10 05:00:00	3.5	25.59	313
30	2025-01-05 10:00:00	3.16	22.72	855
37	2025-01-05 13:00:00	3.46	24.22	618
31	2025-01-07 05:00:00	3.75	22.9	489
24	2025-01-10 04:00:00	3.89	26.35	
33	2025-01-11 16:00:00	3.98	25.26	234
5	2025-01-04 05:00:00	3.66	22.39	923
93	2025-01-08 08:00:00	3.93	23.02	812
91	2025-01-05 17:00:00	3.52	26.71	636
8	2025-01-09 23:00:00	3.35	22.41	837
85	2025-01-02 06:00:00	3.02	22.4	324
90	2025-01-10 11:00:00	3.78	23.8	
16	2025-01-06 08:00:00	3.23	23.93	860
74	2025-01-05 14:00:00	3.27	25.07	345
88	2025-01-11 10:00:00	3.53	25.77	551
73	2025-01-09 08:00:00	3.86	24.95	262
83	2025-01-04 10:00:00	3.45	23.15	652
72	2025-01-01 21:00:00	3.19	22.84	515
35	2025-01-08 06:00:00	3.43	23.05	544
77	2025-01-11 08:00:00	3.36	23.4	469
45	2025-01-09 14:00:00	3.75	24.62	726
6	2025-01-05 23:00:00	3.97	25.98	974
42	2025-01-09 08:00:00	3.33	24.23	326
28	2025-01-08 08:00:00	3.62	26.29	577
87	2025-01-07 21:00:00	3.85	23.46	411
71	2025-01-10 17:00:00	3.47	24.2	621
30	2025-01-03 23:00:00	3.87	24.71	344
10	2025-01-06 23:00:00	3.92	27.35	
63	2025-01-03 03:00:00	3.49	23.71	854
96	2025-01-03 21:00:00	3.92	25.48	405
94	2025-01-01 21:00:00	3.37	26.88	804
45	2025-01-05 00:00:00	3.28	22.37	777
16	2025-01-03 13:00:00	3.8	25.34	536
10	2025-01-03 18:00:00	3.65	26.09	968
94	2025-01-09 14:00:00	3.87	24.25	842
37	2025-01-06 08:00:00	3.21	23.98	244
50	2025-01-11 17:00:00	3.18	27.46	930
53	2025-01-07 00:00:00	3.11	24.57	
87	2025-01-10 19:00:00	3.77	22.83	964
8	2025-01-04 01:00:00	3.77	23.19	589
66	2025-01-06 15:00:00	3.1	25.93	613
35	2025-01-03 15:00:00	3.41	27.51	636
79	2025-01-08 08:00:00	3.34	23.83	
53	2025-01-05 23:00:00	3.12	25.76	224
67	2025-01-04 05:00:00	3.95	23.74	589
53	2025-01-03 19:00:00	3.57	27.8	880
39	2025-01-04 12:00:00	3.1	23.94	
40	2025-01-05 06:00:00	3.22	26.63	
64	2025-01-03 08:00:00	3.26	22.96	298
99	2025-01-07 08:00:00	3.61	24.49	718
59	2025-01-05 16:00:00	3.78	22.4	762
2	2025-01-09 20:00:00	3.82	24.16	736
81	2025-01-08 12:00:00	3.78	25.47	458
68	2025-01-05 03:00:00	3.77	26.33	760
22	2025-01-06 16:00:00	3.7	24.19	634
65	2025-01-09 17:00:00	3.25	25.16	
44	2025-01-05 02:00:00	3.35	25.01	772
92	2025-01-06 07:00:00	3.13	24.92	936
71	2025-01-10 13:00:00	3.27	23.15	985
58	2025-01-11 02:00:00	3.5	22.18	824
77	2025-01-01 04:00:00	3.23	25.71	244
14	2025-01-03 13:00:00	3.89	27.33	214
52	2025-01-03 11:00:00	3.46	26.94	393
12	2025-01-02 20:00:00	3.68	26.94	582
43	2025-01-11 18:00:00	3.49	23.44	263
65	2025-01-08 10:00:00	3.32	25.7	341
34	2025-01-04 03:00:00	3.85	24.41	539
96	2025-01-07 12:00:00	3.82	22.15	461
51	2025-01-07 15:00:00	3.11	27.35	668
48	2025-01-02 12:00:00	3.69	22.94	330
17	2025-01-11 13:00:00	3.26	24.88	892
68	2025-01-01 10:00:00	3.89	23.4	958
60	2025-01-08 15:00:00	3.61	26.47	417
83	2025-01-02 16:00:00	3.48	27.9	263
72	2025-01-02 21:00:00	3.13	27.92	970
57	2025-01-01 16:00:00	3.12	27.38	
51	2025-01-07 01:00:00	3.54	25.03	
31	2025-01-04 17:00:00	3.45	23.05	820
83	2025-01-10 03:00:00	3.17	26.73	961
28	2025-01-02 15:00:00	3.41	22.4	750
94	2025-01-11 07:00:00	3.45	27.23	214
81	2025-01-11 18:00:00	3.75	22.32	750
81	2025-01-10 13:00:00	3.93	25.83	584
77	2025-01-01 01:00:00	3.55	23.37	
98	2025-01-10 03:00:00	3.85	26.84	272
22	2025-01-08 00:00:00	3.51	26.34	622
70	2025-01-03 15:00:00	3.58	26.1	
41	2025-01-02 06:00:00	3.6	27.9	724
81	2025-01-08 15:00:00	3.12	26.21	
67	2025-01-03 21:00:00	3.86	27.04	917
17	2025-01-02 15:00:00	3.34	25.69	643
26	2025-01-06 04:00:00	3.51	24.13	645
6	2025-01-06 07:00:00	3.39	24.14	378
97	2025-01-11 12:00:00	3.25	23.01	625
59	2025-01-10 01:00:00	3.93	22.4	
31	2025-01-06 18:00:00	3.85	27.38	985
65	2025-01-04 08:00:00	3.26	27.75	579
46	2025-01-08 06:00:00	3.57	27.06	400
76	2025-01-01 22:00:00	3.14	22.27	650
74	2025-01-03 15:00:00	3.9	25.42	
62	2025-01-08 17:00:00	3.57	27.82	343
73	2025-01-08 12:00:00	3.14	27.45	984
87	2025-01-04 12:00:00	3.1	25.26	830
90	2025-01-10 10:00:00	3.53	27.26	495
29	2025-01-06 05:00:00	3.41	27.39	470
44	2025-01-09 01:00:00	3.93	26.8	724
95	2025-01-02 11:00:00	3.2	22.07	492
13	2025-01-04 05:00:00	3.22	22.41	684
21	2025-01-08 14:00:00	3.34	27.08	804
89	2025-01-10 23:00:00	3.62	26.42	923
99	2025-01-09 02:00:00	3.96	24.56	515
6	2025-01-11 14:00:00	3.44	22.4	494
52	2025-01-07 01:00:00	3.47	23.27	930
34	2025-01-01 22:00:00	3.09	24.22	765
94	2025-01-04 16:00:00	3.62	22.84	
41	2025-01-02 01:00:00	3.25	22.31	359
77	2025-01-04 00:00:00	3.99	26.3	622
4	2025-01-05 19:00:00	3.17	27.73	418
4	2025-01-07 04:00:00	3.44	26.78	220
37	2025-01-01 16:00:00	3.79	26.05	540
11	2025-01-10 00:00:00	3.35	27.69	329
64	2025-01-09 20:00:00	3.07	25.0	751
83	2025-01-03 22:00:00	3.41	22.07	526
87	2025-01-03 09:00:00	3.13	27.05	
100	2025-01-10 16:00:00	3.89	27.96	498
96	2025-01-07 07:00:00	3.52	22.85	940
20	2025-01-04 15:00:00	3.81	24.78	358
25	2025-01-03 03:00:00	3.06	26.79	557
95	2025-01-09 13:00:00	3.42	27.53	626
62	2025-01-04 13:00:00	3.7	22.11	
37	2025-01-01 12:00:00	3.79	23.15	338
15	2025-01-02 04:00:00	3.44	24.22	583
13	2025-01-10 02:00:00	3.32	24.34	501
11	2025-01-04 03:00:00	3.6	22.58	924
82	2025-01-01 22:00:00	3.4	26.12	347
28	2025-01-03 22:00:00	3.77	27.43	
81	2025-01-05 05:00:00	3.05	22.09	
23	2025-01-08 17:00:00	3.71	23.77	543
47	2025-01-08 09:00:00	3.42	24.1	435
12	2025-01-01 19:00:00	3.66	22.68	276
31	2025-01-04 13:00:00	3.77	26.65	481
14	2025-01-03 07:00:00	3.61	22.05	
6	2025-01-06 00:00:00	3.22	23.3	640
92	2025-01-04 19:00:00	3.57	25.02	223
43	2025-01-02 03:00:00	3.27	23.07	727
47	2025-01-01 06:00:00	3.43	27.26	799
50	2025-01-07 07:00:00	3.03	26.91	901
73	2025-01-11 04:00:00	3.71	22.74	574
3	2025-01-03 00:00:00	3.29	26.57	397
49	2025-01-10 13:00:00	3.21	27.13	949
18	2025-01-01 19:00:00	3.04	23.53	224
51	2025-01-03 00:00:00	3.9	23.74	577
56	2025-01-07 01:00:00	3.93	25.58	559
39	2025-01-08 10:00:00	3.47	26.38	430
86	2025-01-06 05:00:00	3.2	25.96	976
74	2025-01-05 17:00:00	3.65	23.55	
98	2025-01-11 04:00:00	3.56	26.54	273
1	2025-01-09 14:00:00	3.13	25.39	240
10	2025-01-04 11:00:00	3.88	24.81	789
10	2025-01-04 21:00:00	3.34	22.66	651
7	2025-01-03 03:00:00	3.35	23.75	949
60	2025-01-09 13:00:00	3.8	22.75	514
56	2025-01-09 01:00:00	3.09	27.92	326
8	2025-01-07 00:00:00	3.42	22.2	973
26	2025-01-04 12:00:00	3.45	23.76	305
100	2025-01-11 08:00:00	3.56	26.0	562
44	2025-01-09 04:00:00	3.42	26.16	691
76	2025-01-01 15:00:00	3.94	24.48	991
13	2025-01-05 16:00:00	3.19	26.15	820
86	2025-01-05 05:00:00	3.83	22.87	971
18	2025-01-03 13:00:00	3.19	25.08	749
19	2025-01-08 16:00:00	3.39	27.23	492
26	2025-01-09 15:00:00	3.46	26.92	540
73	2025-01-10 10:00:00	3.88	27.84	867
75	2025-01-10 07:00:00	3.92	23.49	531
94	2025-01-07 18:00:00	3.24	23.71	909
72	2025-01-04 09:00:00	3.74	24.17	821
62	2025-01-11 09:00:00	3.34	22.87	538
49	2025-01-09 22:00:00	3.65	27.45	541
83	2025-01-04 05:00:00	3.29	26.38	807
95	2025-01-06 22:00:00	3.77	27.14	890
86	2025-01-10 04:00:00	3.56	22.63	270
43	2025-01-11 17:00:00	3.56	22.33	601
70	2025-01-07 22:00:00	3.16	24.67	258
18	2025-01-02 01:00:00	3.25	22.75	584
43	2025-01-08 07:00:00	3.58	26.53	359
47	2025-01-05 07:00:00	3.95	24.71	811
5	2025-01-06 00:00:00	3.06	22.96	925
61	2025-01-07 16:00:00	3.29	26.44	344
8	2025-01-06 19:00:00	3.19	22.36	878
57	2025-01-05 22:00:00	3.32	22.7	269
9	2025-01-03 11:00:00	3.4	24.91	597
80	2025-01-10 20:00:00	3.81	22.99	466
96	2025-01-02 12:00:00	3.64	24.95	692
66	2025-01-08 11:00:00	3.77	24.31	318
83	2025-01-01 06:00:00	3.43	26.24	898
14	2025-01-05 13:00:00	3.13	25.51	571
43	2025-01-05 10:00:00	3.6	26.94	365
89	2025-01-08 06:00:00	3.35	23.22	588
94	2025-01-11 07:00:00	3.34	24.18	414
35	2025-01-01 16:00:00	3.75	22.89	251
63	2025-01-06 02:00:00	3.2	23.14	595
2	2025-01-03 02:00:00	3.3	23.81	595
80	2025-01-06 15:00:00	3.95	22.24	726
34	2025-01-07 22:00:00	3.26	26.95	313
41	2025-01-04 11:00:00	3.19	24.44	564
90	2025-01-04 19:00:00	3.04	23.49	
56	2025-01-09 07:00:00	3.45	22.89	271
64	2025-01-09 14:00:00	3.41	26.35	655
23	2025-01-05 23:00:00	3.33	26.6	
72	2025-01-07 23:00:00	3.13	24.35	393
60	2025-01-10 19:00:00	3.93	27.87	365
40	2025-01-02 11:00:00	3.58	22.73	410
71	2025-01-08 18:00:00	3.34	27.8	486
1	2025-01-02 13:00:00	3.74	23.9	
31	2025-01-11 12:00:00	3.82	26.68	585
76	2025-01-01 09:00:00	3.34	26.57	410
36	2025-01-01 19:00:00	3.79	24.33	545
86	2025-01-03 11:00:00	3.47	23.07	279
72	2025-01-05 16:00:00	3.33	23.04	742
11	2025-01-03 12:00:00	3.86	27.76	238
84	2025-01-01 22:00:00	3.62	27.13	549
46	2025-01-01 19:00:00	3.02	27.59	521
65	2025-01-04 22:00:00	3.49	26.65	539
75	2025-01-10 04:00:00	3.17	24.47	674
23	2025-01-11 16:00:00	3.07	23.82	305
69	2025-01-11 05:00:00	3.12	26.33	719
15	2025-01-10 08:00:00	3.84	24.37	482
44	2025-01-11 17:00:00	3.3	24.58	603
16	2025-01-04 06:00:00	3.49	27.99	661
70	2025-01-11 05:00:00	3.18	24.19	361
76	2025-01-05 03:00:00	3.46	25.18	
31	2025-01-07 05:00:00	3.49	27.15	748
11	2025-01-09 01:00:00	3.38	27.83	619
69	2025-01-11 08:00:00	3.03	25.58	481
62	2025-01-04 03:00:00	3.27	23.88	537
25	2025-01-10 15:00:00	3.21	24.57	751
72	2025-01-09 05:00:00	3.84	23.67	988
23	2025-01-03 20:00:00	3.15	22.33	950
9	2025-01-10 03:00:00	3.26	26.78	
72	2025-01-09 21:00:00	3.94	25.01	319
74	2025-01-05 08:00:00	3.31	22.71	491
69	2025-01-05 20:00:00	3.58	23.7	745
50	2025-01-04 07:00:00	3.23	23.81	258
4	2025-01-08 21:00:00	3.62	24.43	551
26	2025-01-05 10:00:00	3.12	25.49	621
46	2025-01-09 07:00:00	3.25	26.64	294
45	2025-01-07 13:00:00	3.15	26.86	340
74	2025-01-05 07:00:00	3.5	27.47	989
48	2025-01-06 06:00:00	3.39	23.02	239
62	2025-01-06 09:00:00	3.08	25.21	225
89	2025-01-11 13:00:00	3.83	26.9	210
69	2025-01-08 16:00:00	3.37	27.3	547
99	2025-01-04 21:00:00	3.85	22.81	
33	2025-01-05 00:00:00	3.98	24.8	216
39	2025-01-07 20:00:00	3.28	24.1	372
35	2025-01-11 21:00:00	3.43	23.06	843
36	2025-01-11 09:00:00	3.64	24.11	967
91	2025-01-07 00:00:00	3.17	24.01	376
2	2025-01-05 18:00:00	3.75	24.26	246
20	2025-01-11 23:00:00	3.41	24.76	436
96	2025-01-04 14:00:00	3.99	27.38	591
26	2025-01-07 12:00:00	3.7	22.41	761
75	2025-01-09 04:00:00	3.15	26.82	270
63	2025-01-05 07:00:00	3.95	22.55	793
97	2025-01-02 15:00:00	3.93	26.2	
69	2025-01-10 19:00:00	3.09	24.4	525
90	2025-01-09 06:00:00	3.2	24.37	309
23	2025-01-09 20:00:00	3.17	24.77	889
76	2025-01-08 18:00:00	3.7	22.83	564
83	2025-01-01 00:00:00	3.41	24.26	
38	2025-01-10 12:00:00	3.98	22.61	513
86	2025-01-10 01:00:00	3.09	22.03	958
51	2025-01-07 10:00:00	3.48	25.26	641
45	2025-01-04 19:00:00	3.89	27.41	542
51	2025-01-03 11:00:00	3.5	23.5	583
77	2025-01-01 09:00:00	3.13	27.28	588
39	2025-01-05 08:00:00	3.37	24.32	704
86	2025-01-02 04:00:00	3.24	22.52	708
45	2025-01-09 12:00:00	3.78	27.58	
91	2025-01-02 09:00:00	3.7	22.39	704
53	2025-01-01 22:00:00	3.79	26.91	314
83	2025-01-09 22:00:00	3.62	23.43	604
77	2025-01-01 08:00:00	3.99	23.37	
80	2025-01-01 22:00:00	3.47	27.89	212
3	2025-01-02 19:00:00	3.59	23.54	953
26	2025-01-10 18:00:00	3.26	23.84	466
39	2025-01-07 11:00:00	3.11	27.46	420
58	2025-01-08 19:00:00	3.1	25.93	
26	2025-01-11 09:00:00	3.15	26.05	680
46	2025-01-04 07:00:00	3.33	25.5	378
28	2025-01-10 04:00:00	3.71	26.03	561
90	2025-01-09 06:00:00	3.38	26.77	945
23	2025-01-05 02:00:00	3.77	24.86	664
82	2025-01-07 11:00:00	3.73	25.48	919
46	2025-01-03 17:00:00	3.26	23.22	428
54	2025-01-04 07:00:00	3.36	22.34	305
34	2025-01-08 00:00:00	3.8	23.95	864
41	2025-01-10 11:00:00	3.85	27.42	612
47	2025-01-09 20:00:00	3.67	22.91	784
80	2025-01-06 02:00:00	3.94	25.18	733
24	2025-01-05 22:00:00	3.26	23.82	994
46	2025-01-05 01:00:00	3.94	22.54	984
51	2025-01-07 04:00:00	3.9	26.61	218
38	2025-01-04 10:00:00	3.53	24.92	737
80	2025-01-11 19:00:00	3.34	22.39	820
38	2025-01-10 01:00:00	3.21	23.88	400
57	2025-01-02 22:00:00	3.78	27.76	572
47	2025-01-01 05:00:00	3.48	22.57	372
26	2025-01-10 05:00:00	3.2	25.68	276
40	2025-01-03 11:00:00	3.77	22.33	
96	2025-01-11 15:00:00	3.96	27.22	
92	2025-01-08 23:00:00	3.21	25.34	956
86	2025-01-03 09:00:00	3.65	22.77	959
67	2025-01-04 14:00:00	3.59	26.55	466
18	2025-01-04 23:00:00	3.53	26.21	
14	2025-01-04 08:00:00	3.16	27.71	987
97	2025-01-10 04:00:00	3.24	22.06	392
80	2025-01-05 01:00:00	3.41	24.65	397
53	2025-01-04 15:00:00	3.33	27.4	554
10	2025-01-03 00:00:00	3.09	22.75	708
99	2025-01-11 18:00:00	3.73	27.94	441
42	2025-01-01 13:00:00	3.81	24.38	601
64	2025-01-01 14:00:00	3.72	23.56	858
93	2025-01-02 09:00:00	3.25	24.37	933
53	2025-01-03 00:00:00	3.53	23.84	698
25	2025-01-08 06:00:00	3.24	25.09	298
58	2025-01-06 11:00:00	3.71	27.19	892
16	2025-01-04 23:00:00	3.69	22.9	887
61	2025-01-04 15:00:00	3.9	25.67	349
52	2025-01-11 14:00:00	3.33	25.01	499
96	2025-01-09 11:00:00	3.31	27.29	886
86	2025-01-10 14:00:00	3.32	22.25	410
47	2025-01-10 07:00:00	3.7	23.98	554
59	2025-01-06 15:00:00	3.15	24.1	318
82	2025-01-11 17:00:00	4.0	27.69	789
94	2025-01-09 14:00:00	3.86	24.35	
58	2025-01-03 22:00:00	3.83	23.19	319
32	2025-01-10 16:00:00	3.68	25.41	311
41	2025-01-10 00:00:00	3.4	26.09	219
32	2025-01-10 00:00:00	3.65	26.82	994
48	2025-01-05 04:00:00	3.7	22.93	679
54	2025-01-07 09:00:00	3.23	23.08	271
56	2025-01-10 10:00:00	3.04	23.72	262
54	2025-01-10 14:00:00	3.53	26.9	
26	2025-01-10 00:00:00	3.82	26.67	466
3	2025-01-06 13:00:00	3.38	25.04	475
20	2025-01-08 06:00:00	3.23	22.11	703
84	2025-01-08 12:00:00	3.52	24.08	
26	2025-01-02 01:00:00	3.3	23.01	875
25	2025-01-01 09:00:00	3.99	22.79	941
37	2025-01-05 01:00:00	3.51	25.72	771
95	2025-01-11 07:00:00	3.09	23.93	665
26	2025-01-04 19:00:00	3.47	25.0	466
38	2025-01-02 03:00:00	3.79	23.14	873
96	2025-01-04 05:00:00	3.85	22.8	684
34	2025-01-11 19:00:00	3.96	23.31	908
43	2025-01-05 07:00:00	3.77	24.27	
43	2025-01-10 14:00:00	3.27	24.5	825
95	2025-01-02 21:00:00	3.94	27.4	898
4	2025-01-04 21:00:00	3.5	24.31	
12	2025-01-07 14:00:00	3.85	22.41	845
98	2025-01-11 08:00:00	3.63	25.39	963
8	2025-01-05 00:00:00	3.47	25.13	215
17	2025-01-06 15:00:00	3.76	22.44	466
16	2025-01-05 14:00:00	3.04	24.64	390
89	2025-01-09 02:00:00	3.06	27.18	933
61	2025-01-08 12:00:00	3.66	22.63	711
38	2025-01-09 18:00:00	3.89	25.63	
34	2025-01-01 20:00:00	3.85	26.68	390
8	2025-01-04 13:00:00	3.55	23.76	401
96	2025-01-07 07:00:00	3.82	27.31	487
65	2025-01-02 16:00:00	3.97	26.26	440
7	2025-01-04 07:00:00	3.46	25.25	245
22	2025-01-10 12:00:00	3.47	26.73	958
31	2025-01-07 11:00:00	3.89	27.33	523
52	2025-01-07 07:00:00	3.3	27.49	427
7	2025-01-07 05:00:00	3.89	25.72	758
79	2025-01-03 19:00:00	3.13	23.51	
31	2025-01-05 08:00:00	3.31	26.46	949
6	2025-01-03 20:00:00	3.14	24.84	688
42	2025-01-04 23:00:00	3.12	26.96	652
9	2025-01-02 00:00:00	3.89	27.1	363
56	2025-01-10 14:00:00	4.0	25.12	291
100	2025-01-04 15:00:00	3.71	27.94	
42	2025-01-06 02:00:00	3.47	24.65	842
59	2025-01-02 17:00:00	3.34	27.48	997
97	2025-01-04 08:00:00	3.18	26.64	278
47	2025-01-10 11:00:00	3.2	26.06	
56	2025-01-01 09:00:00	3.48	26.97	533
26	2025-01-11 01:00:00	3.1	26.38	487
11	2025-01-01 17:00:00	3.68	25.64	833
78	2025-01-01 01:00:00	3.36	25.52	
71	2025-01-05 23:00:00	3.15	24.76	658
54	2025-01-01 01:00:00	3.48	25.62	246
25	2025-01-06 15:00:00	3.92	22.32	626
96	2025-01-07 07:00:00	3.48	24.83	448
100	2025-01-09 09:00:00	3.43	23.7	547
80	2025-01-07 05:00:00	3.43	22.82	416
50	2025-01-03 16:00:00	3.63	27.25	294
38	2025-01-07 03:00:00	3.71	24.46	555
44	2025-01-02 22:00:00	3.88	25.29	663
57	2025-01-02 22:00:00	3.11	24.74	925
11	2025-01-11 20:00:00	3.09	25.53	324
94	2025-01-01 01:00:00	3.4	27.99	945
56	2025-01-08 03:00:00	3.49	25.08	441
34	2025-01-07 02:00:00	3.83	27.11	
64	2025-01-02 18:00:00	3.83	25.38	
26	2025-01-10 11:00:00	3.6	25.42	305
6	2025-01-10 20:00:00	3.26	22.63	378
8	2025-01-10 18:00:00	3.47	27.85	
10	2025-01-03 12:00:00	3.72	25.94	320
58	2025-01-10 19:00:00	3.78	24.35	
48	2025-01-08 01:00:00	3.58	25.49	705
57	2025-01-02 04:00:00	3.19	22.82	
51	2025-01-04 09:00:00	3.26	22.48	492
21	2025-01-07 19:00:00	3.8	27.01	545
64	2025-01-11 17:00:00	3.7	27.96	579
10	2025-01-09 20:00:00	3.42	22.92	267
54	2025-01-01 10:00:00	3.39	22.61	532
38	2025-01-03 15:00:00	3.53	27.31	908
83	2025-01-01 12:00:00	3.18	27.62	284
18	2025-01-09 10:00:00	3.49	26.26	292
64	2025-01-11 15:00:00	3.7	27.25	614
75	2025-01-09 12:00:00	3.86	26.94	230
80	2025-01-09 12:00:00	3.53	26.43	
87	2025-01-08 14:00:00	3.18	22.1	779
90	2025-01-03 23:00:00	3.3	23.94	740
82	2025-01-06 20:00:00	3.97	27.15	239
45	2025-01-11 22:00:00	3.11	23.29	630
20	2025-01-07 07:00:00	3.42	23.29	744
74	2025-01-05 17:00:00	3.28	25.46	428
10	2025-01-02 14:00:00	3.95	23.57	332
39	2025-01-04 16:00:00	3.24	27.37	262
90	2025-01-07 18:00:00	3.45	26.95	586
76	2025-01-08 17:00:00	3.43	23.59	983
11	2025-01-03 01:00:00	3.74	23.76	648
70	2025-01-10 21:00:00	3.39	27.46	751
54	2025-01-03 20:00:00	3.96	24.43	599
78	2025-01-01 22:00:00	3.68	25.5	694
31	2025-01-05 13:00:00	3.66	25.17	
37	2025-01-03 09:00:00	3.91	26.03	681
13	2025-01-03 00:00:00	3.22	23.64	746
89	2025-01-11 23:00:00	3.35	27.94	447
84	2025-01-08 09:00:00	3.92	26.69	399
23	2025-01-06 18:00:00	3.18	27.27	328
68	2025-01-11 23:00:00	3.08	27.94	
91	2025-01-04 06:00:00	3.75	26.28	
